user_id,place_id,rating,user_prefs
0,519,4,['Seafood']
0,736,5,['Seafood']
0,522,5,['Seafood']
0,515,5,['Seafood']
0,157,5,['Seafood']
0,514,5,['Seafood']
0,20,4,['Seafood']
0,197,4,['Seafood']
0,571,5,['Seafood']
0,888,4,['Seafood']
0,391,2,['Seafood']
0,827,2,['Seafood']
0,608,1,['Seafood']
0,864,3,['Seafood']
0,254,1,['Seafood']
0,447,2,['Seafood']
0,423,3,['Seafood']
0,117,2,['Seafood']
0,838,2,['Seafood']
0,115,1,['Seafood']
1,565,5,['Solemn']
1,542,4,['Solemn']
1,289,4,['Solemn']
1,66,3,['Solemn']
1,46,5,['Solemn']
1,792,5,['Solemn']
1,529,4,['Solemn']
1,203,3,['Solemn']
1,438,5,['Solemn']
1,284,5,['Solemn']
1,538,1,['Solemn']
1,606,1,['Solemn']
1,269,3,['Solemn']
1,761,2,['Solemn']
1,297,1,['Solemn']
1,67,2,['Solemn']
1,323,1,['Solemn']
1,622,3,['Solemn']
1,465,1,['Solemn']
1,173,1,['Solemn']
2,477,4,['War History']
2,217,4,['War History']
2,38,5,['War History']
2,757,4,['War History']
2,543,3,['War History']
2,896,4,['War History']
2,407,4,['War History']
2,622,5,['War History']
2,240,5,['War History']
2,266,3,['War History']
2,231,2,['War History']
2,185,2,['War History']
2,138,3,['War History']
2,439,2,['War History']
2,520,2,['War History']
2,346,2,['War History']
2,151,1,['War History']
2,455,2,['War History']
2,539,2,['War History']
2,512,2,['War History']
3,119,5,"['National Park', 'Tombs']"
3,133,3,"['National Park', 'Tombs']"
3,55,4,"['National Park', 'Tombs']"
3,189,4,"['National Park', 'Tombs']"
3,423,4,"['National Park', 'Tombs']"
3,827,4,"['National Park', 'Tombs']"
3,187,3,"['National Park', 'Tombs']"
3,566,3,"['National Park', 'Tombs']"
3,708,5,"['National Park', 'Tombs']"
3,741,5,"['National Park', 'Tombs']"
3,18,3,"['National Park', 'Tombs']"
3,298,2,"['National Park', 'Tombs']"
3,625,2,"['National Park', 'Tombs']"
3,382,1,"['National Park', 'Tombs']"
3,440,3,"['National Park', 'Tombs']"
3,192,2,"['National Park', 'Tombs']"
3,351,3,"['National Park', 'Tombs']"
3,515,1,"['National Park', 'Tombs']"
3,2,2,"['National Park', 'Tombs']"
3,439,1,"['National Park', 'Tombs']"
4,360,5,"['Traditional Art', 'Ecotourism']"
4,206,4,"['Traditional Art', 'Ecotourism']"
4,357,5,"['Traditional Art', 'Ecotourism']"
4,920,5,"['Traditional Art', 'Ecotourism']"
4,574,4,"['Traditional Art', 'Ecotourism']"
4,379,4,"['Traditional Art', 'Ecotourism']"
4,624,3,"['Traditional Art', 'Ecotourism']"
4,900,5,"['Traditional Art', 'Ecotourism']"
4,400,4,"['Traditional Art', 'Ecotourism']"
4,187,4,"['Traditional Art', 'Ecotourism']"
4,157,2,"['Traditional Art', 'Ecotourism']"
4,165,2,"['Traditional Art', 'Ecotourism']"
4,838,1,"['Traditional Art', 'Ecotourism']"
4,271,1,"['Traditional Art', 'Ecotourism']"
4,562,1,"['Traditional Art', 'Ecotourism']"
4,648,2,"['Traditional Art', 'Ecotourism']"
4,254,1,"['Traditional Art', 'Ecotourism']"
4,519,2,"['Traditional Art', 'Ecotourism']"
4,178,3,"['Traditional Art', 'Ecotourism']"
4,835,3,"['Traditional Art', 'Ecotourism']"
6,370,5,['River']
6,234,4,['River']
6,929,5,['River']
6,198,4,['River']
6,812,4,['River']
6,639,4,['River']
6,666,5,['River']
6,852,3,['River']
6,651,3,['River']
6,882,5,['River']
6,911,1,['River']
6,133,2,['River']
6,443,1,['River']
6,24,1,['River']
6,376,1,['River']
6,431,1,['River']
6,816,1,['River']
6,196,2,['River']
6,741,3,['River']
6,764,1,['River']
8,30,4,['Monument']
8,261,4,['Monument']
8,214,5,['Monument']
8,687,5,['Monument']
8,307,4,['Monument']
8,796,3,['Monument']
8,128,4,['Monument']
8,808,3,['Monument']
8,620,4,['Monument']
8,667,4,['Monument']
8,216,2,['Monument']
8,170,2,['Monument']
8,165,1,['Monument']
8,783,1,['Monument']
8,444,1,['Monument']
8,124,2,['Monument']
8,20,2,['Monument']
8,264,1,['Monument']
8,498,2,['Monument']
9,179,5,['Pine Forest']
9,369,3,['Pine Forest']
9,559,5,['Pine Forest']
9,227,3,['Pine Forest']
9,764,5,['Pine Forest']
9,870,5,['Pine Forest']
9,120,4,['Pine Forest']
9,558,4,['Pine Forest']
9,124,3,['Pine Forest']
9,171,4,['Pine Forest']
9,134,2,['Pine Forest']
9,156,2,['Pine Forest']
9,407,2,['Pine Forest']
9,705,1,['Pine Forest']
9,333,2,['Pine Forest']
9,864,3,['Pine Forest']
