user_id,place_id,rating,user_prefs
0,519,3.798476527049568,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,736,4.02852180521867,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,522,3.968684846975703,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,515,4.06582542927314,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,157,4.011269506695937,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,514,3.975532650569825,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,20,3.667649028978249,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,197,3.839572025043999,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,571,4.170530795902837,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,888,3.670255955577034,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,391,2.1895696132947142,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,827,1.9104054352869684,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,608,1.2178037116695462,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,864,2.4789077852001222,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,254,1.0508880808324406,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,447,2.1879624794690073,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,423,2.4612946342816593,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,117,1.6870157399299295,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,838,1.6392549278420168,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
0,115,1.3633334901803926,"[""Walking Trail"", ""UNESCO Site"", ""Seafood""]"
1,565,4.061912297178697,"[""Mountain Scenery"", ""Ethnic Heritage"", ""Solemn"", ""Canals""]"
1,542,3.722862764978934,"[""Mountain Scenery"", ""Ethnic Heritage"", ""Solemn"", ""Canals""]"
1,289,3.712392489083475,"[""Mountain Scenery"", ""Ethnic Heritage"", ""Solemn"", ""Canals""]"
1,66,3.53707150106659,"[""Mountain Scenery"", ""Ethnic Heritage"", ""Solemn"", ""Canals""]"
1,46,3.992909592369279,"[""Mountain Scenery"", ""Ethnic Heritage"", ""Solemn"", ""Canals""]"
1,792,3.9456840078865603,"[""Mountain Scenery"", ""Ethnic Heritage"", ""Solemn"", ""Canals""]"
1,529,3.767048635942537,"[""Mountain Scenery"", ""Ethnic Heritage"", ""Solemn"", ""Canals""]"
1,203,3.6195882924085216,"[""Mountain Scenery"", ""Ethnic Heritage"", ""Solemn"", ""Canals""]"
1,438,3.9839539140566385,"[""Mountain Scenery"", ""Ethnic Heritage"", ""Solemn"", ""Canals""]"
1,284,4.025470864430379,"[""Mountain Scenery"", ""Ethnic Heritage"", ""Solemn"", ""Canals""]"
1,538,1.5256062312121998,"[""Mountain Scenery"", ""Ethnic Heritage"", ""Solemn"", ""Canals""]"
1,606,1.0179346710369055,"[""Mountain Scenery"", ""Ethnic Heritage"", ""Solemn"", ""Canals""]"
